filename	sentence nr	sentence	paragraph nr	sentence nr in paragraph	words	matches	sentence density	vocabulary words matched	density (range=3,same_paragraph=True)	density (range=3,same_paragraph=False)	paragraph density	paragraph density median	paragraph density std
Voltaire_Micromegas	0	CHAPITRE 1 voyage d' un habitant du monde de l' étoile	0	0	11	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Voltaire_Micromegas	1	Sirius	0	1	1	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Voltaire_Micromegas	2	dans le globe de Saturne	0	2	5	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Voltaire_Micromegas	3	.	0	3	0	0	0.0	[]	0.0	0.0	0.0	0.0	0.0
Voltaire_Micromegas	4	dans ces planétes qui tournent autour de l' étoile nommée	1	0	10	0	0.0	[]	0.0	0.0	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	5	Sirius	1	1	1	0	0.0	[]	0.025	0.025	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	6	, il y avait un jeune homme de beaucoup d' esprit que j' ai eu l' honneur de connaitre dans le dernier voyage qu' il fit sur notre petite fourmiliére.	1	2	29	1	0.0344827586206896	[['petit']]	0.047619047619047616	0.047619047619047616	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	7	Il s' appelait Micromégas, nom qui convient fort à tous les grands.	1	3	12	1	0.0833333333333333	[['fort']]	0.05	0.05	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	8	Il avait huit lieues de haut: j' entends par huit lieues vingt-quatre mille pas géometriques de cinq pieds chacun.	1	4	19	1	0.0526315789473684	[['haut']]	0.052083333333333336	0.052083333333333336	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	9	Quelques géometres, gens toujours utiles au public, prendront sur le champ la plume, et trouveront que puisque Monsieur Micromégas, habitant du pays de Sirius, a de la tête aux pieds vingt-quatre mille pas, qui font cent vingt-mille pieds de roi, et que nous autres citoyens de la terre, nous n' avons guères que cinq pieds, et que notre globe a neuf mille lieues de tour;	1	5	65	3	0.0461538461538461	[['tête'], ['pied'], ['pied']]	0.04132231404958678	0.04132231404958678	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	10	ils trouveront, dis je, qu' il fautabsolument que le globe qui l' a produit ait juste vingt un million six cent mille' pos='DET' lemma='vingt un million six cent mille'/> fois plus de circonférence que notre petite terre.	1	6	37	1	0.027027027027027	[['petit']]	0.035398230088495575	0.035398230088495575	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	11	Rien n' est plus simple et plus ordinaire dans la nature.	1	7	11	0	0.0	[]	0.020202020202020204	0.020202020202020204	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	12	Les états de quelques souverains d' Allemagne ou d' Italie, dont on peut faire le tour en une demie heure, comparés à l' empire de Turquie, de Moscovie ou de la Chine, ne sont qu' une très-faible image des prodigieuses différences que la nature a mises dans tous les êtres.	1	8	51	1	0.0196078431372549	[['faible']]	0.030927835051546393	0.030927835051546393	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	13	La taille de son excellence étant de la hauteur que j' ai dite, tous nos sculpteurs et tous nos peintres conviendront sans peine que sa ceinture peut avoir cinquante mille pieds de roi de tour;	1	9	35	2	0.0571428571428571	[['taille'], ['pied']]	0.043010752688172046	0.043010752688172046	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	14	ce qui fait une très-jolie proportion.	1	10	7	1	0.1428571428571428	[['joli']]	0.09278350515463918	0.09278350515463918	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	15	Son nez étant le tiers de son visage, et son beau visage étant la septiéme partie de la hauteur de son beau corps, il faut avoüer que le nez du sirien a six mille trois cens trente-trois' pos='DET' lemma='six mille trois cents trente-trois'/> pieds de roi plus une fraction, ce qui était à démontrer.	1	11	55	6	0.109090909090909	[['nez'], ['visage'], ['beau'], ['beau'], ['corps'], ['nez']]	0.09333333333333334	0.09333333333333334	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	16	Quant à son esprit, c' est un des plus cultivé que nous ayons;	1	12	13	0	0.0	[]	0.0759493670886076	0.0759493670886076	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	17	il sait beaucoup de choses: il en a inventé quelques-unes;	1	13	11	0	0.0	[]	0.010309278350515464	0.010309278350515464	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	18	il n' avait pas encore deux cens cinquante ans, et il étudiait selon la coutume au collège le plus célèbre de sa planette, lorsqu' il devina par la force de son esprit plus de cinquante propositions d' Euclide: c' est dixhuit de plus que Blaise Pascal, lequel après en avoir deviné trente-deux en se jouant, à ce que dit sa sœur, aima mieux depuis être un assez médiocre métaphysicien, qu' un grand géometre.	1	14	73	1	0.0136986301369863	[['grand']]	0.02586206896551724	0.02586206896551724	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	19	Versles quatre cent cinquante ans, au sortir de l' enfance il disséqua beaucoup de ces petits insectes qui n' ont pas cent pieds de diametre, et qui se dérobent aux microscopes ordinaires.	1	15	32	2	0.0625	[['petit'], ['pied']]	0.03389830508474576	0.03389830508474576	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	20	Il en composa un livre fort curieux, mais qui lui fit quelques affaires.	1	16	13	1	0.0769230769230769	[['fort']]	0.07042253521126761	0.07042253521126761	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	21	Le mupthi de son pays, grand vieillard et fort ignorant, trouva dans son livre des propositions suspectes, mal-sonnantes, téméraires, sentans l' hérésie, et le poursuivit vivement;	1	17	26	2	0.0769230769230769	[['grand'], ['fort']]	0.05	0.05	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	22	il s' agissait de savoir si la forme substantielle des puces de Sirius, était de même nature que celle des colimaçons.	1	18	21	0	0.0	[]	0.03389830508474576	0.03389830508474576	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	23	Micromégas se deffendit avec esprit: le procès dura deux cens vingt ans.	1	19	12	0	0.0	[]	0.0	0.0	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	24	Enfin le muphti fit condamner le livre par des jurisconsultes qui ne l' avaient pas lu, et l' auteur eut ordre de ne paraitre à la cour de huit cent années.	1	20	31	0	0.0	[]	0.009615384615384616	0.009615384615384616	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	25	Il ne fut que médiocrement afligé d' être banni d' une cour qui n' était rempli que de tracasseries et de petitesses, il fit une chanson fort plaisante contre le muphti dont celui-ci ne s' embarrassa guères, et il se mit à voyager de planéte en planéte pour achever de se former l' esprit et le cœur , comme l' on dit.	1	21	61	1	0.0163934426229508	[['fort']]	0.010416666666666666	0.010416666666666666	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	26	Ceux qui ne voyagent	1	22	4	0	0.0	[]	0.012195121951219513	0.012195121951219513	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	27	qu' en chaise de poste ou en berline, seront sans doute étonnés des équipages de là-haut;	1	23	17	0	0.0	[]	0.02631578947368421	0.02631578947368421	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	28	car nous autres sur notre petit tas de boüe, nous ne concevons rien au-delà de nos usages.	1	24	17	1	0.0588235294117647	[['petit']]	0.02	0.02	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	29	Nôtre voyageur connaissait merveilleusement les lois de la gravitation, et toutes les forces attractives et répulsives.	1	25	16	0	0.0	[]	0.013513513513513514	0.013513513513513514	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	30	Il s' en servait si à propos, que tantôt à l' aide d' un rayon dusoleil, tantôt par la commodité d' une cométe, il allait de globe en globe, lui et les siens, comme un oiseau voltige de branche en branche;	1	26	41	0	0.0	[]	0.009523809523809525	0.009523809523809525	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	31	il parcourut la voie lactée en peu de temps, et je suis obligé d' avouer qu' il ne vit jamais au travers des étoiles dont on la croit semée, ce beau ciel empiré que l' illustre vicaire Dersham se vante d' avoir vu au bout de sa lunette.	1	27	48	1	0.0208333333333333	[['beau']]	0.008130081300813009	0.008130081300813009	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	32	Ce n' est pas que je prétende que M Dersham ait mal vu, à Dieu ne plaise, mais Micromégas était sur les lieux, c' est un bon observateur, et je ne veux contredire personne.	1	28	34	0	0.0	[]	0.010752688172043012	0.010752688172043012	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	33	Micromégas après avoir bien tourné arriva dans le globe de Saturne.	1	29	11	0	0.0	[]	0.012048192771084338	0.012048192771084338	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	34	Quelqu' accoutumé qu' il fut de voir des choses nouvelles, il ne put d' abord se deffendre de ce sourire de supériorité qui échape quelquefois aux plus sages, en voyant la petitesse du globe et de ses habitants;	1	30	38	1	0.0263157894736842	[['sourire']]	0.03571428571428571	0.03571428571428571	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	35	car enfin Saturne n' est guères que neuf cens fois plus gros que la terre, et les citoyens de ce pays-là sont des nains qui n' ont que mille toises de haut ou environ;	1	31	35	2	0.0571428571428571	[['gros'], ['haut']]	0.028846153846153848	0.028846153846153848	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	36	il se mocqua un peu d' abord avec ses gens, à peu près comme un musicien italien se met à rire de la musique de Lully, quand il vient en France.	1	32	31	0	0.0	[]	0.04672897196261682	0.04672897196261682	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	37	Mais comme le sirien était un bon esprit, il comprit bien vite qu' un être pensant peut fort bien n' être pas ridicule pour n' avoir que six mille pieds de haut, il se familiarisa avecles saturniens, après les avoir étonnés.	1	33	41	3	0.073170731707317	[['fort'], ['pied'], ['haut']]	0.05	0.05	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	38	Il lia une étroite amitié avec le sécretaire de l' académie de Saturne, homme de beaucoup d' esprit, qui n' avait à la vérité rien inventé, mais qui rendait un fort bon compte des inventions des autres, et qui faisait passablement de petits vers et de grands calculs.	1	34	48	3	0.0625	[['fort'], ['petit'], ['grand']]	0.05504587155963303	0.05504587155963303	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	39	Je rapporterai ici pour la satisfaction des lecteurs une conversation singulière que Micromégas eut un jour avec monsieur le sécretaire.	1	35	20	0	0.0	[]	0.04411764705882353	0.038461538461538464	0.0341130604288499	0.01800064288010285	0.037163710489538565
Voltaire_Micromegas	40	CHAPITRE 2 conversation de Micromégas avec l' habitant de Saturne.	2	0	10	0	0.0	[]	0.0	0.017241379310344827	0.0	0.0	0.0
Voltaire_Micromegas	41	après que son excellence se fut couchée, et que le sécrétaire se fut approché de son visage: il faut avouer, dit Micromégas, que la nature est bien variée.	3	0	28	1	0.0357142857142857	[['visage']]	0.023809523809523808	0.019230769230769232	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	42	Oui, dit le saturnien, la nature est comme un parterre dont les fleurs... ah!	3	1	14	0	0.0	[]	0.02040816326530612	0.02040816326530612	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	43	Dit l' autre, laissez-là votre par	3	2	7	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	44	-	3	3	0	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	45	terre.	3	4	1	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	46	Elle est, reprit le sécrétaire, comme une assemblée de blondes et de brunes dont les parures... et qu' ai-je affaire de vos brunes?	3	5	24	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	47	Dit l' autre.	3	6	3	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	48	Elle est comme une galerie de peintures dont les traits... et non, dit le voyageur, encore une fois la nature est comme la nature, pourquoi lui chercher des comparaisons?	3	7	29	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	49	Pour vous plaire, répondit le sécrétaire.	3	8	6	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	50	Je ne veux pas qu' on me plaise, dit le voyageur, je veux qu' on m' instruise.	3	9	17	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	51	Commencez d' abord	3	10	3	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	52	par me dire combienles hommes de votre globe ont de sens.	3	11	11	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	53	Nous en avons soixante et douze, dit l' académicien, et nous nous plaignons tous les jours du peu.	3	12	18	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	54	Notre imagination và au-delà de nos besoins;	3	13	7	0	0.0	[]	0.014285714285714285	0.014285714285714285	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	55	nous trouvons qu' avec nos soixante et douze sens, notre anneau, nos cinq lunes, nous sommes trop bornés, et malgré notre curiosité, et le nombre assez grand des passions qui résultent de nos soixante et douze sens, nous avons tous le temps de nous ennuyer.	3	14	45	1	0.0222222222222222	[['grand']]	0.009523809523809525	0.009523809523809525	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	56	Je le crois bien, dit Micromégas, car dans notre globe nous avons près de mille sens, et il nous reste encore je ne sçai quel désir vague, je ne sçai quelle inquiétude, qui nous avertit sans cesse que nous sommes peu de chose, et qu' il y a des êtres beaucoup plus parfaits.	3	15	53	0	0.0	[]	0.017699115044247787	0.017699115044247787	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	57	J' ai un peu voyagé, j' ai vu des mortels fort au-dessous de nous;	3	16	15	1	0.0666666666666666	[['fort']]	0.020202020202020204	0.020202020202020204	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	58	j' en ai vu de fort supérieurs, mais je n' en ai vu aucuns qui n' aient plus de désirs que de vrais besoins, et plus de besoins que de satisfactions.	3	17	31	1	0.032258064516129	[['fort']]	0.02666666666666667	0.02666666666666667	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	59	J' arriverai peut être un jour au pays où il ne manque rien; mais jusqu' à présent personne ne m' a donné de nouvelles positives de ce pays-là.	3	18	29	0	0.0	[]	0.03529411764705882	0.03529411764705882	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	60	Le saturnien et le sirien s' épuiserent alors en conjectures: après beaucoup de raisonnement fort ingénieux, et fort incertains, il en fallut venir aux faits.	3	19	25	2	0.08	[['fort'], ['fort']]	0.03225806451612903	0.03225806451612903	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	61	Combien de temps vivez-vous, dit le sirien?	3	20	8	0	0.0	[]	0.07142857142857142	0.07142857142857142	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	62	Ah, bien peu, répliqua le petit homme de Saturne.	3	21	9	1	0.1111111111111111	[['petit']]	0.03125	0.03125	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	63	C' est tout comme chez nous, dit le sirien, nous nous plaignons toujours du peu.	3	22	15	0	0.0	[]	0.029411764705882353	0.029411764705882353	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	64	Il faut que ce soit une loi universelle de lanature.	3	23	10	0	0.0	[]	0.0	0.0	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	65	Hélas!	3	24	1	0	0.0	[]	0.02702702702702703	0.02702702702702703	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	66	Nous ne vivons, dit le saturnien que cinq cens grandes revolutions du soleil cela revient à quinze mille ans ou environ à compter à notre manière.	3	25	26	1	0.0384615384615384	[['grand']]	0.037037037037037035	0.037037037037037035	0.01839080459770115	0.0	0.029486151126665278
Voltaire_Micromegas	67	.	4	0	0	0	0.0	[]	0.03571428571428571	0.037037037037037035	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	68	Vous voyez bien que c' est mourir presque au moment où l' on est né, notre existence est un point, notre durée un instant, notre globe un atôme.	4	1	28	1	0.0357142857142857	[['mourir']]	0.034482758620689655	0.034482758620689655	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	69	à	4	2	1	0	0.0	[]	0.02702702702702703	0.02702702702702703	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	70	peine a-t-on commencé à s' instruire	4	3	8	0	0.0	[]	0.0	0.0	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	71	un peu, que la mort arrive avant que l' on ait de l' expérience;	4	4	14	0	0.0	[]	0.0	0.0	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	72	pour moi je n' ose faire aucuns projets;	4	5	8	0	0.0	[]	0.0	0.0	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	73	je me trouve comme une goute d' eau dans un occéan immense.	4	6	12	0	0.0	[]	0.02702702702702703	0.02702702702702703	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	74	Je suis honteux sur tous devant vous de la figure ridicule que je fais dans ce monde.	4	7	17	1	0.0588235294117647	[['figure']]	0.034482758620689655	0.034482758620689655	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	75	Micromégas lui repartit si vous n' étiez pas philosophe, je craindrais de vous afliger en vous apprenant que notre vie est sept cent fois plus longue que la votre;	4	8	29	1	0.0344827586206896	[['long']]	0.042105263157894736	0.042105263157894736	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	76	mais vous savez trop bien que quand il faut rendre son corps aux élemens, et ranimer la nature sous une autre forme, ce qui s' appelle mourir, quand ce moment de métamorphose est vénu, avoir vécu une éternité, ou avoir vécu un jour c' est précisément la même chose.	4	9	49	2	0.0408163265306122	[['corps'], ['mourir']]	0.0380952380952381	0.0380952380952381	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	77	J' ai été dans des pays où l' on vit mille fois plus long-temps que chez moi, et j' ai trouvé qu' on y murmurait encore.	4	10	27	1	0.037037037037037	[['long']]	0.030612244897959183	0.030612244897959183	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	78	Mais il y a partout des gens de bon sens qui savent prendre leur parti, et remercier l' auteur de la nature.	4	11	22	0	0.0	[]	0.015384615384615385	0.015384615384615385	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	79	Il a répandu sur cet univers une profusion de variétés avec une espèce d' uniformité admirable.	4	12	16	0	0.0	[]	0.0	0.0	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	80	Par exemple, tous les êtres pensant sont différents, et tous se ressemblent au fond par le don des pensées et des désirs, la matière est partout étendue, mais elle a danschaque globe des propriétés diverses, combien comptez vous de ces propriétés principales dans votre matière?	4	13	45	0	0.0	[]	0.0	0.0	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	81	Si vous parlez de ces propriétés, dit le saturnien, sans lesquelles nous croyons que ce globe ne pourrait subsister tel qu' il est, nous en comptons trois cens;	4	14	28	0	0.0	[]	0.0	0.0	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	82	comme l' étendue, l' impénétrabilité, la mobilité, la gravitation, la divisibilité et le reste.	4	15	14	0	0.0	[]	0.03278688524590164	0.03278688524590164	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	83	Apparemment, répliqua le voyageur que ce petit nombre suffit aux vues que le créateur avait sur votre petite habitation.	4	16	19	2	0.1052631578947368	[['petit'], ['petit']]	0.03896103896103896	0.03896103896103896	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	84	J' admire en tout sa sagesse: je vois partout des différences, mais aussi partout des proportions, votre globe est petit, vos habitants le sont aussi, vous avez peu de sensations, votre matière a peu de propriétés, tout cela est l' ouvrage de la providence.	4	17	44	1	0.0227272727272727	[['petit']]	0.056338028169014086	0.056338028169014086	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	85	De quelle couleur est votre soleil bien examiné.	4	18	8	1	0.125	[['couleur']]	0.08888888888888889	0.08888888888888889	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	86	D' un blanc fort jaunâtre, dit le saturnien, et quand nous divisons un de ses rayons, nous trouvons qu' il contient sept couleurs: notre soleil tire sur le rouge, dit le sirien, et nous avons trente-neuf couleurs primitives.	4	19	38	6	0.1578947368421052	[['blanc'], ['fort'], ['jaunâtre'], ['couleur'], ['rouge'], ['couleur']]	0.09876543209876543	0.09876543209876543	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	87	Il n' y a pas un soleil parmi tous ceux dont j' ai approché qui se ressemble, comme chez vous il n' y a pas un visage qui ne soit différent de tous les autres.	4	20	35	1	0.0285714285714285	[['visage']]	0.07692307692307693	0.07692307692307693	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	88	Après plusieurs questions de cette nature, il s' informa combien de substances essentiellement différentes on comptait dans Saturne.	4	21	18	0	0.0	[]	0.019230769230769232	0.019230769230769232	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	89	Il apprit qu' on n' en comptait qu' une trentaine, comme Dieu, l' espace, la matière, les êtres étendus qui sentent, les êtres étendus qui sentent et qui pensent, les êtres pensant qui n' ont pas d' étendue, ceux qui se pénétrent, ceux qui ne se pénétrent pas, et le reste.	4	22	51	1	0.0196078431372549	[['pénétrer']]	0.010526315789473684	0.010526315789473684	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	90	Le sirien chez qui on en comptait trois cent et qui en avait découvert trois mille autres dans ses voyages, étonna prodigieusement le philosophe de Saturne.	4	23	26	0	0.0	[]	0.0125	0.0125	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	91	Enfin après s'	4	24	3	0	0.0	[]	0.03125	0.03125	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	92	être communiquél' un et l' autre ce qu' ils sçavaient, et même ce qu' ils ne sçavaient pas, après avoir raisonné pendant une révolution du soleil, ils résolurent de faire ensemble un petit voyage philosophique.	4	25	35	2	0.0571428571428571	[['pendant'], ['petit']]	0.05263157894736842	0.041666666666666664	0.03361344537815126	0.0	0.042648199434118954
Voltaire_Micromegas	93	CHAPITRE 3 voyage des deux habitants de l' autre monde.	5	0	10	0	0.0	[]	0.0	0.06363636363636363	0.0	0.0	0.0
Voltaire_Micromegas	94	nos deux philosophes étaient prêts à s' embarquer pour l' atmosphére de Saturne, avec une fort jolie provision d' instrument de mathématiques, lorsque la maîtresse du saturnien qui en eut des nouvelles vint en larmes faire ses remontrances, c' était une fort jolie petite brune qui n' avait que six cens soixante toises, mais qui reparoit par bien des agrément la petitesse de sa taille.	6	0	65	5	0.0769230769230769	[['fort'], ['joli'], ['fort'], ['joli'], ['petit']]	0.051094890510948905	0.047619047619047616	0.03588907014681892	0.0238095238095238	0.036092720943618095
Voltaire_Micromegas	95	Ah cruel, s' écria-t-elle, après t' avoir résisté quinze cens ans, lorsqu' enfin je commençais à me rendre, quand j' ai à peine passé deux cens ans entre tes bras, tu me quittes pour aller voyager avec un géant d' un autre monde, va tu n' es qu' un curieux, tu n' as jamais eû d' amour, si tu étais un vrai saturnien tu serais fidèle: où vas-tu courir?	6	1	72	2	0.0277777777777777	[['ton'], ['bras']]	0.05	0.05	0.03588907014681892	0.0238095238095238	0.036092720943618095
Voltaire_Micromegas	96	Que veux-tu?	6	2	3	0	0.0	[]	0.02040816326530612	0.02040816326530612	0.03588907014681892	0.0238095238095238	0.036092720943618095
Voltaire_Micromegas	97	Nos cinq lunes sont moins errantes que toi, notre anneau est moins changeant, voilà qui est fait, je n' aimerai jamais plus personne.	6	3	23	0	0.0	[]	0.03773584905660377	0.03773584905660377	0.03588907014681892	0.0238095238095238	0.036092720943618095
Voltaire_Micromegas	98	Le philosophe l' embrassa, pleura avec elle, tout philosophe qu' ilétoit, et la dame après s' être pâmée alla se consoler avec un petit maître du pays.	6	4	27	2	0.074074074074074	[['consoler'], ['petit']]	0.05102040816326531	0.05102040816326531	0.03588907014681892	0.0238095238095238	0.036092720943618095
